"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","zona_ocu","sexo_fall_les","edad_fall_les","tipo_vehi","color_vehi","causa_acc","estado_implicado","year"
8,"Febrero","Viernes",2,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","26","Pick up","Verde","Choque","Lesionado",2013
8,"Febrero","Viernes",2,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","21","Pick up","Verde","Choque","Lesionado",2013
8,"Febrero","Viernes",2,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","22","Pick up","Verde","Choque","Lesionado",2013
8,"Febrero","Viernes",2,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","21","Pick up","Verde","Choque","Lesionado",2013
8,"Febrero","Viernes",2,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","26","Pick up","Verde","Choque","Lesionado",2013
8,"Febrero","Viernes",23,"Guatemala","Villa Canales","Ignorado","Mujer","50","Microbus","Gris","Colision","Lesionado",2013
8,"Febrero","Viernes",23,"Guatemala","Villa Canales","Ignorado","Mujer","65","Microbus","Gris","Colision","Lesionado",2013
9,"Febrero","Sabado",9,"Guatemala","Guatemala","8","Hombre","41","Taxi","Blanco","Colision","Lesionado",2013
9,"Febrero","Sabado",18,"Guatemala","Guatemala","5","Mujer","43","Motocicleta","Azul","Colision","Lesionado",2013
9,"Febrero","Sabado",11,"Guatemala","Guatemala","7","Hombre","21","Motocicleta","Negro","Colision","Lesionado",2013
10,"Febrero","Domingo",0,"Guatemala","Guatemala","9","Hombre","37","Camioneta","Gris","Colision","Lesionado",2013
10,"Febrero","Domingo",2,"Guatemala","Guatemala","8","Hombre","24","Automovil","Ignorado","Choque","Lesionado",2013
10,"Febrero","Domingo",2,"Guatemala","Guatemala","8","Hombre","23","Automovil","Ignorado","Choque","Lesionado",2013
10,"Febrero","Domingo",2,"Guatemala","Guatemala","8","Mujer","16","Automovil","Ignorado","Choque","Lesionado",2013
10,"Febrero","Domingo",2,"Guatemala","Guatemala","8","Mujer","21","Automovil","Ignorado","Choque","Lesionado",2013
10,"Febrero","Domingo",2,"Guatemala","Guatemala","8","Hombre","16","Automovil","Ignorado","Choque","Lesionado",2013
10,"Febrero","Domingo",1,"Guatemala","Guatemala","1","Hombre","24","Motocicleta","Rojo","Vuelco","Lesionado",2013
10,"Febrero","Domingo",16,"Guatemala","Guatemala","18","Hombre","49","Taxi","Ignorado","Choque","Lesionado",2013
10,"Febrero","Domingo",16,"Guatemala","Guatemala","18","Mujer","52","Taxi","Ignorado","Choque","Lesionado",2013
10,"Febrero","Domingo",16,"Guatemala","Guatemala","18","Mujer","20","Taxi","Ignorado","Choque","Lesionado",2013
10,"Febrero","Domingo",3,"Guatemala","Guatemala","17","Hombre","15","Automovil","Ignorado","Vuelco","Lesionado",2013
10,"Febrero","Domingo",3,"Guatemala","Guatemala","17","Hombre","19","Automovil","Ignorado","Vuelco","Lesionado",2013
10,"Febrero","Domingo",22,"Guatemala","Guatemala","7","Hombre","29","Automovil","Negro","Choque","Lesionado",2013
10,"Febrero","Domingo",16,"Guatemala","Villa Nueva","5","Hombre","17","Automovil","Ignorado","Colision","Lesionado",2013
10,"Febrero","Domingo",16,"Guatemala","Villa Nueva","5","Hombre","16","Automovil","Ignorado","Colision","Lesionado",2013
11,"Febrero","Lunes",13,"Guatemala","Guatemala","2","Hombre","35","Motocicleta","Negro","Colision","Fallecido",2013
11,"Febrero","Lunes",18,"Guatemala","Guatemala","1","Mujer","32","Automovil","Azul","Colision","Lesionado",2013
11,"Febrero","Lunes",18,"Guatemala","Guatemala","1","Hombre","2","Automovil","Azul","Colision","Lesionado",2013
11,"Febrero","Lunes",18,"Guatemala","Guatemala","18","Hombre","29","Motocicleta","Negro","Vuelco","Lesionado",2013
11,"Febrero","Lunes",18,"Guatemala","Guatemala","18","Mujer","29","Motocicleta","Negro","Vuelco","Lesionado",2013
11,"Febrero","Lunes",22,"Guatemala","Guatemala","7","Hombre","29","Automovil","Negro","Choque","Lesionado",2013
11,"Febrero","Lunes",22,"Guatemala","Guatemala","7","Hombre","18","Automovil","Negro","Choque","Fallecido",2013
11,"Febrero","Lunes",11,"Guatemala","Guatemala","7","Hombre","23","Automovil","Rojo","Colision","Lesionado",2013
11,"Febrero","Lunes",11,"Guatemala","Villa Nueva","5","Hombre","29","Motocicleta","Gris","Colision","Lesionado",2013
11,"Febrero","Lunes",10,"Guatemala","Mixco","2","Hombre","57","Automovil","Blanco","Colision","Lesionado",2013
11,"Febrero","Lunes",22,"Guatemala","San Juan Sacatepequez","Ignorado","Hombre","68","Motocicleta","Rojo","Vuelco","Lesionado",2013
12,"Febrero","Martes",20,"Guatemala","Guatemala","6","Hombre","21","Motocicleta","Ignorado","Colision","Lesionado",2013
12,"Febrero","Martes",13,"Guatemala","Guatemala","12","Hombre","25","Motocicleta","Ignorado","Colision","Lesionado",2013
12,"Febrero","Martes",13,"Guatemala","Guatemala","12","Hombre","18","Motocicleta","Ignorado","Colision","Fallecido",2013
13,"Febrero","Miercoles",6,"Guatemala","Guatemala","1","Hombre","18","Motocicleta","Ignorado","Colision","Lesionado",2013
14,"Febrero","Jueves",21,"Guatemala","Guatemala","18","Hombre","73","Automovil","Rojo","Colision","Lesionado",2013
14,"Febrero","Jueves",17,"Guatemala","Guatemala","12","Hombre","37","Motocicleta","Gris","Colision","Lesionado",2013
14,"Febrero","Jueves",21,"Guatemala","Amatitlan","Ignorado","Hombre","28","Motocicleta","Azul","Choque","Lesionado",2013
15,"Febrero","Viernes",2,"Guatemala","Guatemala","9","Hombre","24","Motocicleta","Ignorado","Colision","Lesionado",2013
16,"Febrero","Sabado",20,"Guatemala","Guatemala","1","Mujer","28","Motocicleta","Azul","Colision","Lesionado",2013
16,"Febrero","Sabado",1,"Guatemala","Guatemala","10","Hombre","18","Taxi","Ignorado","Colision","Lesionado",2013
16,"Febrero","Sabado",1,"Guatemala","Guatemala","10","Mujer","25","Taxi","Ignorado","Colision","Lesionado",2013
16,"Febrero","Sabado",22,"Guatemala","Guatemala","12","Hombre","32","Motocicleta","Ignorado","Colision","Lesionado",2013
16,"Febrero","Sabado",22,"Guatemala","Guatemala","12","Mujer","26","Motocicleta","Ignorado","Colision","Lesionado",2013
16,"Febrero","Sabado",6,"Guatemala","Mixco","3","Hombre","14","Pick up","Gris","Colision","Lesionado",2013
16,"Febrero","Sabado",14,"Guatemala","Villa Nueva","8","Hombre","16","Pick up","Celeste","Choque","Lesionado",2013
16,"Febrero","Sabado",14,"Guatemala","Villa Nueva","8","Hombre","21","Pick up","Celeste","Choque","Lesionado",2013
17,"Febrero","Domingo",14,"Guatemala","Guatemala","8","Hombre","25","Motocicleta","Ignorado","Choque","Lesionado",2013
17,"Febrero","Domingo",7,"Guatemala","Guatemala","18","Hombre","24","Motocicleta","Ignorado","Colision","Lesionado",2013
17,"Febrero","Domingo",22,"Guatemala","San Jose Pinula","Ignorado","Hombre","58","Pick up","Azul","Vuelco","Lesionado",2013
17,"Febrero","Domingo",22,"Guatemala","San Jose Pinula","Ignorado","Mujer","20","Pick up","Azul","Vuelco","Lesionado",2013
17,"Febrero","Domingo",2,"Guatemala","Guatemala","7","Hombre","30","Automovil","Corinto","Choque","Lesionado",2013
18,"Febrero","Lunes",23,"Guatemala","Guatemala","18","Hombre","29","Panel","Blanco","Choque","Lesionado",2013
18,"Febrero","Lunes",21,"Guatemala","Guatemala","12","Mujer","29","Automovil","Rojo","Colision","Lesionado",2013
18,"Febrero","Lunes",21,"Guatemala","Guatemala","12","Hombre","4","Automovil","Rojo","Colision","Lesionado",2013
18,"Febrero","Lunes",21,"Guatemala","Guatemala","12","Mujer","1","Automovil","Rojo","Colision","Lesionado",2013
18,"Febrero","Lunes",21,"Guatemala","Guatemala","12","Mujer","7","Automovil","Rojo","Colision","Lesionado",2013
18,"Febrero","Lunes",21,"Guatemala","Guatemala","12","Hombre","26","Motocicleta","Negro","Colision","Lesionado",2013
19,"Febrero","Martes",12,"Guatemala","San Jose Pinula","Ignorado","Hombre","37","Motocicleta","Ignorado","Vuelco","Lesionado",2013
20,"Febrero","Miercoles",8,"Guatemala","Fraijanes","Ignorado","Mujer","53","Pick up","Ignorado","Choque","Lesionado",2013
20,"Febrero","Miercoles",8,"Guatemala","Fraijanes","Ignorado","Mujer","40","Pick up","Ignorado","Choque","Lesionado",2013
20,"Febrero","Miercoles",8,"Guatemala","Fraijanes","Ignorado","Mujer","71","Pick up","Ignorado","Choque","Lesionado",2013
20,"Febrero","Miercoles",8,"Guatemala","Fraijanes","Ignorado","Mujer","28","Pick up","Ignorado","Choque","Lesionado",2013
20,"Febrero","Miercoles",8,"Guatemala","Fraijanes","Ignorado","Hombre","74","Pick up","Ignorado","Choque","Lesionado",2013
20,"Febrero","Miercoles",8,"Guatemala","Fraijanes","Ignorado","Mujer","40","Pick up","Ignorado","Choque","Lesionado",2013
20,"Febrero","Miercoles",0,"Guatemala","Guatemala","10","Hombre","28","Motocicleta","Azul","Colision","Lesionado",2013
20,"Febrero","Miercoles",8,"Guatemala","Guatemala","9","Hombre","30","Motocicleta","Ignorado","Colision","Fallecido",2013
21,"Febrero","Jueves",9,"Guatemala","Guatemala","1","Hombre","45","Motocicleta","Ignorado","Colision","Lesionado",2013
21,"Febrero","Jueves",19,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","25","Motocicleta","Rojo","Choque","Fallecido",2013
21,"Febrero","Jueves",16,"Guatemala","Guatemala","7","Mujer","17","Bus urbano","Ignorado","Choque","Lesionado",2013
21,"Febrero","Jueves",4,"Guatemala","Fraijanes","Ignorado","Hombre","29","Cabezal","Rojo","Vuelco","Fallecido",2013
22,"Febrero","Viernes",7,"Guatemala","Fraijanes","Ignorado","Hombre","34","Automovil","Amarillo","Colision","Lesionado",2013
22,"Febrero","Viernes",11,"Guatemala","Guatemala","7","Hombre","17","Motocicleta","Negro","Colision","Lesionado",2013
22,"Febrero","Viernes",3,"Guatemala","Guatemala","7","Hombre","32","Motocicleta","Azul","Colision","Lesionado",2013
22,"Febrero","Viernes",11,"Guatemala","Petapa","7","Hombre","18","Motocicleta","Negro","Colision","Lesionado",2013
22,"Febrero","Viernes",11,"Guatemala","Petapa","7","Mujer","20","Motocicleta","Rojo","Colision","Lesionado",2013
22,"Febrero","Viernes",17,"Guatemala","Guatemala","16","Mujer","Ignorado","Camioneta","Gris","Choque","Lesionado",2013
22,"Febrero","Viernes",20,"Guatemala","Mixco","3","Hombre","19","Motocicleta","Rojo","Colision","Lesionado",2013
22,"Febrero","Viernes",14,"Guatemala","Guatemala","1","Hombre","Ignorado","Motocicleta","Rojo","Colision","Lesionado",2013
23,"Febrero","Sabado",21,"Guatemala","Guatemala","18","Mujer","24","Automovil","Corinto","Colision","Lesionado",2013
23,"Febrero","Sabado",21,"Guatemala","Guatemala","18","Mujer","21","Automovil","Corinto","Colision","Lesionado",2013
23,"Febrero","Sabado",3,"Guatemala","Fraijanes","Ignorado","Hombre","39","Automovil","Rojo","Choque","Fallecido",2013
23,"Febrero","Sabado",11,"Guatemala","Petapa","Ignorado","Hombre","32","Motocicleta","Rojo","Colision","Lesionado",2013
23,"Febrero","Sabado",1,"Guatemala","Guatemala","17","Hombre","Ignorado","Pick up","Rojo","Choque","Lesionado",2013
24,"Febrero","Domingo",4,"Guatemala","Petapa","Ignorado","Hombre","19","Motocicleta","Negro","Colision","Lesionado",2013
24,"Febrero","Domingo",0,"Guatemala","Mixco","6","Mujer","19","Motocicleta","Gris","Colision","Lesionado",2013
24,"Febrero","Domingo",17,"Guatemala","Guatemala","7","Hombre","21","Motocicleta","Rojo","Colision","Lesionado",2013
24,"Febrero","Domingo",9,"Guatemala","Guatemala","12","Hombre","Ignorado","Motocicleta","Azul","Choque","Lesionado",2013
24,"Febrero","Domingo",21,"Guatemala","Guatemala","19","Hombre","30","Pick up","Gris","Colision","Lesionado",2013
24,"Febrero","Domingo",22,"Guatemala","Guatemala","18","Hombre","33","Motocicleta","Gris","Colision","Lesionado",2013
26,"Febrero","Martes",10,"Guatemala","Guatemala","18","Hombre","41","Motocicleta","Rojo","Colision","Fallecido",2013
26,"Febrero","Martes",19,"Guatemala","Guatemala","18","Hombre","19","Motocicleta","Rojo","Choque","Fallecido",2013
26,"Febrero","Martes",18,"Guatemala","Guatemala","11","Hombre","11","Motocicleta","Rojo","Colision","Lesionado",2013
27,"Febrero","Miercoles",20,"Guatemala","Mixco","6","Hombre","19","Motocicleta","Ignorado","Vuelco","Lesionado",2013
28,"Febrero","Jueves",2,"Guatemala","Guatemala","1","Hombre","23","Motocicleta","Rojo","Colision","Fallecido",2013
28,"Febrero","Jueves",2,"Guatemala","Guatemala","1","Hombre","Ignorado","Motocicleta","Rojo","Colision","Lesionado",2013
28,"Febrero","Jueves",9,"Guatemala","Guatemala","16","Hombre","35","Automovil","Rojo","Choque","Lesionado",2013
28,"Febrero","Jueves",9,"Guatemala","Guatemala","16","Hombre","28","Automovil","Rojo","Choque","Lesionado",2013
28,"Febrero","Jueves",9,"Guatemala","Guatemala","16","Hombre","30","Automovil","Rojo","Choque","Lesionado",2013
28,"Febrero","Jueves",10,"Guatemala","Villa Nueva","4","Hombre","22","Motocicleta","Gris","Colision","Lesionado",2013
28,"Febrero","Jueves",10,"Guatemala","Villa Nueva","4","Mujer","22","Motocicleta","Gris","Colision","Lesionado",2013
1,"Marzo","Viernes",22,"Guatemala","Amatitlan","Ignorado","Hombre","19","Motocicleta","Negro","Colision","Lesionado",2013
2,"Marzo","Sabado",10,"Guatemala","Guatemala","1","Mujer","82","Bus urbano","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",10,"Guatemala","Guatemala","1","Hombre","7","Bus urbano","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",10,"Guatemala","Guatemala","1","Hombre","Ignorado","Bus urbano","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",10,"Guatemala","Guatemala","1","Mujer","41","Bus urbano","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",10,"Guatemala","Guatemala","1","Mujer","18","Bus urbano","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",10,"Guatemala","Guatemala","1","Hombre","34","Motocicleta","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",23,"Guatemala","Guatemala","13","Hombre","24","Pick up","Negro","Choque","Lesionado",2013
2,"Marzo","Sabado",23,"Guatemala","Guatemala","7","Hombre","40","Motocicleta","Negro","Choque","Fallecido",2013
2,"Marzo","Sabado",0,"Guatemala","Villa Nueva","2","Hombre","22","Motocicleta","Ignorado","Colision","Lesionado",2013
2,"Marzo","Sabado",0,"Guatemala","Villa Nueva","2","Hombre","20","Motocicleta","Ignorado","Colision","Lesionado",2013
2,"Marzo","Sabado",0,"Guatemala","Villa Nueva","2","Hombre","22","Motocicleta","Negro","Colision","Lesionado",2013
2,"Marzo","Sabado",19,"Guatemala","Villa Nueva","1","Mujer","28","Automovil","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",19,"Guatemala","Villa Nueva","1","Hombre","33","Motocicleta","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",19,"Guatemala","Villa Nueva","1","Mujer","35","Automovil","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",19,"Guatemala","Villa Nueva","1","Mujer","35","Motocicleta","Rojo","Colision","Lesionado",2013
2,"Marzo","Sabado",2,"Guatemala","Villa Nueva","2","Hombre","29","Motocicleta","Negro","Colision","Lesionado",2013
3,"Marzo","Domingo",3,"Guatemala","Petapa","Ignorado","Hombre","Ignorado","Automovil","Rojo","Colision","Lesionado",2013
4,"Marzo","Lunes",16,"Guatemala","Mixco","2","Hombre","20","Motocicleta","Negro","Colision","Lesionado",2013
5,"Marzo","Martes",18,"Guatemala","Guatemala","3","Hombre","55","Motocicleta","Rojo","Colision","Lesionado",2013
5,"Marzo","Martes",22,"Guatemala","Guatemala","3","Hombre","34","Motocicleta","Azul","Colision","Lesionado",2013
5,"Marzo","Martes",10,"Guatemala","Guatemala","6","Hombre","24","Motocicleta","Negro","Colision","Lesionado",2013
6,"Marzo","Miercoles",15,"Guatemala","Guatemala","1","Hombre","18","Motocicleta","Negro","Colision","Lesionado",2013
6,"Marzo","Miercoles",17,"Guatemala","Guatemala","9","Hombre","39","Motocicleta","Rojo","Colision","Lesionado",2013
6,"Marzo","Miercoles",1,"Guatemala","Guatemala","6","Hombre","41","Motocicleta","Ignorado","Colision","Lesionado",2013
6,"Marzo","Miercoles",17,"Guatemala","Guatemala","6","Hombre","37","Motocicleta","Negro","Colision","Lesionado",2013
7,"Marzo","Jueves",10,"Guatemala","Santa Catarina Pinula","Ignorado","Mujer","21","Motocicleta","Negro","Colision","Lesionado",2013
7,"Marzo","Jueves",5,"Guatemala","Mixco","8","Mujer","21","Motocicleta","Rojo","Choque","Lesionado",2013
7,"Marzo","Jueves",15,"Guatemala","Palencia","Ignorado","Hombre","33","Pick up","Blanco","Choque","Lesionado",2013
7,"Marzo","Jueves",15,"Guatemala","Palencia","Ignorado","Hombre","55","Pick up","Blanco","Choque","Lesionado",2013
8,"Marzo","Viernes",2,"Guatemala","Guatemala","11","Hombre","35","Automovil","Azul","Colision","Lesionado",2013
8,"Marzo","Viernes",21,"Guatemala","Guatemala","7","Hombre","23","Motocicleta","Negro","Colision","Lesionado",2013
8,"Marzo","Viernes",6,"Guatemala","Guatemala","12","Hombre","32","Ignorado","Ignorado","Choque","Lesionado",2013
8,"Marzo","Viernes",6,"Guatemala","Guatemala","12","Mujer","32","Pick up","Negro","Colision","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","44","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Hombre","40","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","42","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","28","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Hombre","34","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","18","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","17","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","48","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Hombre","18","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","25","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Hombre","23","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","43","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","67","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","5","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","42","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","42","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","23","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",18,"Guatemala","Palencia","Ignorado","Mujer","22","Bus urbano","Azul","Vuelco","Lesionado",2013
9,"Marzo","Sabado",21,"Guatemala","Guatemala","10","Mujer","22","Automovil","Negro","Colision","Lesionado",2013
9,"Marzo","Sabado",21,"Guatemala","Guatemala","10","Mujer","21","Automovil","Negro","Colision","Lesionado",2013
9,"Marzo","Sabado",23,"Guatemala","Guatemala","10","Hombre","18","Automovil","Celeste","Choque","Lesionado",2013
9,"Marzo","Sabado",22,"Guatemala","Guatemala","7","Hombre","21","Ignorado","Ignorado","Choque","Lesionado",2013
9,"Marzo","Sabado",22,"Guatemala","Guatemala","7","Hombre","46","Ignorado","Ignorado","Choque","Lesionado",2013
9,"Marzo","Sabado",22,"Guatemala","Guatemala","7","Hombre","21","Ignorado","Ignorado","Choque","Lesionado",2013
9,"Marzo","Sabado",22,"Guatemala","Guatemala","7","Hombre","37","Ignorado","Ignorado","Choque","Lesionado",2013
9,"Marzo","Sabado",22,"Guatemala","Amatitlan","10","Hombre","30","Automovil","Anaranjado","Choque","Lesionado",2013
9,"Marzo","Sabado",13,"Guatemala","Villa Nueva","Ignorado","Mujer","20","Motocicleta","Rojo","Colision","Lesionado",2013
10,"Marzo","Domingo",22,"Guatemala","Palencia","Ignorado","Hombre","19","Automovil","Blanco","Vuelco","Lesionado",2013
10,"Marzo","Domingo",22,"Guatemala","Palencia","Ignorado","Hombre","22","Automovil","Blanco","Vuelco","Lesionado",2013
10,"Marzo","Domingo",22,"Guatemala","Palencia","Ignorado","Hombre","22","Automovil","Blanco","Vuelco","Lesionado",2013
10,"Marzo","Domingo",15,"Guatemala","Palencia","Ignorado","Hombre","20","Motocicleta","Rojo","Colision","Lesionado",2013
10,"Marzo","Domingo",2,"Guatemala","Guatemala","16","Hombre","21","Automovil","Verde","Choque","Fallecido",2013
10,"Marzo","Domingo",1,"Guatemala","Guatemala","7","Hombre","21","Motocicleta","Negro","Vuelco","Lesionado",2013
10,"Marzo","Domingo",1,"Guatemala","Guatemala","7","Mujer","19","Motocicleta","Negro","Vuelco","Lesionado",2013
10,"Marzo","Domingo",9,"Guatemala","Guatemala","7","Hombre","21","Motocicleta","Ignorado","Choque","Fallecido",2013
11,"Marzo","Lunes",16,"Guatemala","Guatemala","8","Hombre","33","Automovil","Blanco","Colision","Lesionado",2013
11,"Marzo","Lunes",16,"Guatemala","Guatemala","8","Hombre","18","Motocicleta","Negro","Colision","Lesionado",2013
11,"Marzo","Lunes",18,"Guatemala","Guatemala","12","Hombre","42","Automovil","Verde","Colision","Lesionado",2013
11,"Marzo","Lunes",10,"Guatemala","Guatemala","7","Hombre","16","Camion","Blanco","Vuelco","Lesionado",2013
11,"Marzo","Lunes",10,"Guatemala","Guatemala","7","Hombre","27","Camion","Blanco","Vuelco","Lesionado",2013
11,"Marzo","Lunes",10,"Guatemala","Guatemala","7","Hombre","18","Camion","Blanco","Vuelco","Lesionado",2013
12,"Marzo","Martes",19,"Guatemala","Petapa","9","Hombre","40","Motocicleta","Negro","Colision","Lesionado",2013
12,"Marzo","Martes",19,"Guatemala","Petapa","9","Hombre","27","Motocicleta","Negro","Colision","Lesionado",2013
13,"Marzo","Miercoles",11,"Guatemala","Guatemala","2","Mujer","21","Automovil","Rojo","Colision","Lesionado",2013
13,"Marzo","Miercoles",12,"Guatemala","San Jose Pinula","Ignorado","Mujer","36","Camioneta","Gris","Colision","Lesionado",2013
13,"Marzo","Miercoles",12,"Guatemala","San Jose Pinula","Ignorado","Hombre","34","Camioneta","Gris","Colision","Lesionado",2013
13,"Marzo","Miercoles",12,"Guatemala","San Jose Pinula","Ignorado","Hombre","25","Camioneta","Gris","Colision","Lesionado",2013
13,"Marzo","Miercoles",23,"Guatemala","Guatemala","5","Hombre","19","Motocicleta","Negro","Choque","Lesionado",2013
13,"Marzo","Miercoles",21,"Guatemala","Guatemala","7","Mujer","71","Automovil","Negro","Colision","Lesionado",2013
13,"Marzo","Miercoles",2,"Guatemala","Amatitlan","Ignorado","Hombre","25","Motocicleta","Corinto","Colision","Lesionado",2013
13,"Marzo","Miercoles",18,"Guatemala","San Pedro Sacatepequez","9","Hombre","71","Automovil","Rojo","Colision","Fallecido",2013
14,"Marzo","Jueves",23,"Guatemala","Guatemala","18","Mujer","9","Motocicleta","Negro","Choque","Fallecido",2013
14,"Marzo","Jueves",12,"Guatemala","San Jose Pinula","Ignorado","Mujer","28","Motocicleta","Negro","Colision","Lesionado",2013
14,"Marzo","Jueves",12,"Guatemala","San Jose Pinula","Ignorado","Hombre","27","Motocicleta","Rojo","Colision","Lesionado",2013
14,"Marzo","Jueves",12,"Guatemala","San Jose Pinula","Ignorado","Hombre","17","Motocicleta","Rojo","Colision","Lesionado",2013
14,"Marzo","Jueves",7,"Guatemala","Villa Nueva","5","Hombre","20","Camioneta","Ignorado","Colision","Lesionado",2013
14,"Marzo","Jueves",7,"Guatemala","Villa Nueva","5","Hombre","17","Camioneta","Ignorado","Colision","Lesionado",2013
15,"Marzo","Viernes",22,"Guatemala","Santa Catarina Pinula","Ignorado","Mujer","30","Motocicleta","Gris","Colision","Lesionado",2013
15,"Marzo","Viernes",22,"Guatemala","Santa Catarina Pinula","Ignorado","Mujer","26","Motocicleta","Gris","Colision","Lesionado",2013
15,"Marzo","Viernes",21,"Guatemala","Guatemala","7","Hombre","21","Motocicleta","Negro","Vuelco","Lesionado",2013
16,"Marzo","Sabado",17,"Guatemala","Guatemala","1","Hombre","22","Automovil","Corinto","Colision","Lesionado",2013
16,"Marzo","Sabado",17,"Guatemala","Guatemala","1","Mujer","28","Automovil","Gris","Colision","Lesionado",2013
16,"Marzo","Sabado",17,"Guatemala","Guatemala","1","Hombre","26","Automovil","Gris","Colision","Lesionado",2013
16,"Marzo","Sabado",3,"Guatemala","Guatemala","12","Hombre","Ignorado","Motocicleta","Negro","Choque","Lesionado",2013
17,"Marzo","Domingo",20,"Guatemala","Palencia","Ignorado","Hombre","19","Motocicleta","Azul","Colision","Lesionado",2013
17,"Marzo","Domingo",20,"Guatemala","Palencia","Ignorado","Mujer","16","Motocicleta","Azul","Colision","Lesionado",2013
17,"Marzo","Domingo",3,"Guatemala","Guatemala","10","Hombre","23","Motocicleta","Ignorado","Colision","Fallecido",2013
17,"Marzo","Domingo",3,"Guatemala","Guatemala","10","Hombre","25","Motocicleta","Ignorado","Colision","Lesionado",2013
17,"Marzo","Domingo",21,"Guatemala","Guatemala","12","Hombre","40","Motocicleta","Negro","Colision","Lesionado",2013
17,"Marzo","Domingo",21,"Guatemala","Guatemala","12","Hombre","44","Motocicleta","Negro","Colision","Lesionado",2013
17,"Marzo","Domingo",0,"Guatemala","Guatemala","12","Hombre","53","Grua","Blanco","Choque","Lesionado",2013
17,"Marzo","Domingo",10,"Guatemala","Villa Nueva","Ignorado","Hombre","23","Motocicleta","Negro","Colision","Lesionado",2013
17,"Marzo","Domingo",10,"Guatemala","Villa Nueva","Ignorado","Hombre","24","Motocicleta","Azul","Colision","Lesionado",2013
17,"Marzo","Domingo",14,"Guatemala","San Juan Sacatepequez","4","Mujer","36","Automovil","Gris","Colision","Lesionado",2013
17,"Marzo","Domingo",4,"Guatemala","San Juan Sacatepequez","Ignorado","Mujer","35","Motocicleta","Rojo","Vuelco","Lesionado",2013
18,"Marzo","Lunes",16,"Guatemala","Guatemala","1","Mujer","32","Automovil","Azul","Colision","Lesionado",2013
18,"Marzo","Lunes",9,"Guatemala","Villa Nueva","2","Hombre","48","Panel","Blanco","Choque","Lesionado",2013
18,"Marzo","Lunes",15,"Guatemala","San Juan Sacatepequez","2","Hombre","28","Motocicleta","Ignorado","Vuelco","Lesionado",2013
19,"Marzo","Martes",2,"Guatemala","Guatemala","18","Hombre","35","Cabezal","Negro","Vuelco","Fallecido",2013
