"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","zona_ocu","sexo_fall_les","edad_fall_les","tipo_vehi","color_vehi","causa_acc","estado_implicado","year"
1,"Enero","Domingo",12,"Guatemala","Guatemala","3","Mujer","32","Automovil","Rojo","Colision","Lesionado",2012
1,"Enero","Domingo",12,"Guatemala","Guatemala","3","Mujer","69","Automovil","Verde","Colision","Lesionado",2012
1,"Enero","Domingo",12,"Guatemala","Guatemala","3","Hombre","76","Automovil","Verde","Colision","Lesionado",2012
1,"Enero","Domingo",10,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","52","Pick up","Gris","Choque","Lesionado",2012
1,"Enero","Domingo",10,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","47","Pick up","Gris","Choque","Lesionado",2012
1,"Enero","Domingo",9,"Guatemala","Mixco","6","Hombre","28","Motocicleta","Rojo","Colision","Lesionado",2012
1,"Enero","Domingo",12,"Guatemala","Mixco","1","Hombre","36","Bus urbano","Rojo","Vuelco","Lesionado",2012
1,"Enero","Domingo",12,"Guatemala","Mixco","1","Hombre","52","Bus urbano","Rojo","Vuelco","Lesionado",2012
1,"Enero","Domingo",12,"Guatemala","Mixco","1","Mujer","17","Bus urbano","Rojo","Vuelco","Lesionado",2012
1,"Enero","Domingo",12,"Guatemala","Mixco","1","Mujer","25","Bus urbano","Rojo","Vuelco","Lesionado",2012
2,"Enero","Lunes",22,"Guatemala","Guatemala","3","Hombre","22","Automovil","Blanco","Colision","Lesionado",2012
2,"Enero","Lunes",22,"Guatemala","Fraijanes","Ignorado","Hombre","23","Motocicleta","Rojo","Colision","Lesionado",2012
2,"Enero","Lunes",13,"Guatemala","Mixco","3","Mujer","50","Automovil","Blanco","Colision","Lesionado",2012
2,"Enero","Lunes",22,"Guatemala","Mixco","4","Hombre","30","Motocicleta","Rojo","Vuelco","Lesionado",2012
2,"Enero","Lunes",22,"Guatemala","Mixco","4","Mujer","39","Motocicleta","Rojo","Vuelco","Lesionado",2012
3,"Enero","Martes",19,"Guatemala","Palencia","Ignorado","Hombre","24","Motocicleta","Rojo","Vuelco","Lesionado",2012
3,"Enero","Martes",19,"Guatemala","Palencia","Ignorado","Mujer","19","Motocicleta","Rojo","Vuelco","Lesionado",2012
3,"Enero","Martes",6,"Guatemala","Fraijanes","Ignorado","Mujer","26","Automovil","Verde","Colision","Fallecido",2012
3,"Enero","Martes",6,"Guatemala","Fraijanes","Ignorado","Hombre","33","Camioneta","Cafe","Colision","Fallecido",2012
3,"Enero","Martes",18,"Guatemala","Guatemala","10","Mujer","35","Camioneta","Gris","Colision","Lesionado",2012
4,"Enero","Miercoles",16,"Guatemala","Villa Nueva","Ignorado","Hombre","23","Motocicleta","Corinto","Colision","Fallecido",2012
4,"Enero","Miercoles",16,"Guatemala","Villa Nueva","Ignorado","Hombre","14","Motocicleta","Corinto","Colision","Lesionado",2012
4,"Enero","Miercoles",10,"Guatemala","Villa Nueva","Ignorado","Hombre","44","Pick up","Verde","Choque","Lesionado",2012
4,"Enero","Miercoles",10,"Guatemala","Villa Nueva","Ignorado","Hombre","16","Pick up","Verde","Choque","Lesionado",2012
4,"Enero","Miercoles",10,"Guatemala","Villa Nueva","Ignorado","Hombre","18","Pick up","Verde","Choque","Lesionado",2012
5,"Enero","Jueves",18,"Guatemala","Guatemala","6","Hombre","17","Motocicleta","Ignorado","Colision","Lesionado",2012
5,"Enero","Jueves",9,"Guatemala","Villa Nueva","12","Hombre","20","Motocicleta","Rojo","Colision","Lesionado",2012
7,"Enero","Sabado",21,"Guatemala","Guatemala","1","Hombre","27","Pick up","Negro","Colision","Lesionado",2012
7,"Enero","Sabado",21,"Guatemala","Guatemala","1","Hombre","22","Pick up","Negro","Colision","Lesionado",2012
7,"Enero","Sabado",22,"Guatemala","Guatemala","17","Mujer","4","Automovil","Blanco","Colision","Lesionado",2012
8,"Enero","Domingo",1,"Guatemala","Guatemala","12","Mujer","22","Automovil","Ignorado","Choque","Lesionado",2012
9,"Enero","Lunes",0,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","22","Motocicleta","Ignorado","Vuelco","Fallecido",2012
11,"Enero","Miercoles",9,"Guatemala","Villa Nueva","4","Hombre","23","Motocicleta","Negro","Colision","Lesionado",2012
12,"Enero","Jueves",21,"Guatemala","Petapa","Ignorado","Hombre","21","Motocicleta","Azul","Colision","Lesionado",2012
12,"Enero","Jueves",5,"Guatemala","Guatemala","6","Mujer","24","Automovil","Azul","Choque","Lesionado",2012
13,"Enero","Sabado",4,"Guatemala","Guatemala","11","Hombre","22","Automovil","Blanco","Choque","Lesionado",2012
13,"Enero","Sabado",4,"Guatemala","Guatemala","11","Hombre","26","Automovil","Blanco","Choque","Fallecido",2012
14,"Enero","Domingo",3,"Guatemala","Guatemala","1","Hombre","24","Motocicleta","Azul","Colision","Lesionado",2012
14,"Enero","Domingo",3,"Guatemala","Guatemala","1","Hombre","33","Motocicleta","Azul","Colision","Lesionado",2012
14,"Enero","Domingo",17,"Guatemala","Guatemala","18","Hombre","27","Motocicleta","Negro","Colision","Fallecido",2012
14,"Enero","Domingo",17,"Guatemala","Guatemala","18","Hombre","50","Motocicleta","Negro","Colision","Lesionado",2012
14,"Enero","Domingo",1,"Guatemala","Guatemala","21","Hombre","27","Pick up","Azul","Colision","Lesionado",2012
16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","19","Automovil","Azul","Colision","Lesionado",2012
16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Ignorado","Mujer","16","Automovil","Azul","Colision","Lesionado",2012
16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Ignorado","Mujer","20","Automovil","Azul","Colision","Lesionado",2012
16,"Enero","Lunes",3,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","19","Automovil","Azul","Colision","Lesionado",2012
17,"Enero","Martes",21,"Guatemala","Guatemala","1","Hombre","22","Pick up","Gris","Colision","Lesionado",2012
17,"Enero","Martes",21,"Guatemala","Guatemala","1","Hombre","20","Motocicleta","Rojo","Colision","Lesionado",2012
17,"Enero","Martes",21,"Guatemala","Guatemala","1","Hombre","21","Motocicleta","Rojo","Colision","Lesionado",2012
17,"Enero","Martes",21,"Guatemala","Guatemala","3","Mujer","27","Pick up","Cafe","Colision","Lesionado",2012
17,"Enero","Martes",21,"Guatemala","Guatemala","3","Mujer","18","Pick up","Cafe","Colision","Lesionado",2012
17,"Enero","Martes",21,"Guatemala","Guatemala","3","Hombre","46","Pick up","Cafe","Colision","Lesionado",2012
17,"Enero","Martes",16,"Guatemala","Guatemala","1","Hombre","50","Automovil","Amarillo","Colision","Lesionado",2012
17,"Enero","Martes",16,"Guatemala","Guatemala","1","Hombre","33","Motocicleta","Negro","Colision","Lesionado",2012
18,"Enero","Miercoles",21,"Guatemala","Guatemala","1","Hombre","24","Automovil","Negro","Colision","Lesionado",2012
18,"Enero","Miercoles",21,"Guatemala","Guatemala","1","Mujer","22","Automovil","Negro","Colision","Lesionado",2012
18,"Enero","Miercoles",2,"Guatemala","Fraijanes","Ignorado","Hombre","22","Motocicleta","Negro","Choque","Lesionado",2012
19,"Enero","Jueves",20,"Guatemala","Guatemala","1","Hombre","20","Motocicleta","Ignorado","Colision","Lesionado",2012
19,"Enero","Jueves",3,"Guatemala","Guatemala","18","Hombre","22","Automovil","Negro","Choque","Fallecido",2012
19,"Enero","Jueves",16,"Guatemala","Guatemala","6","Hombre","Ignorado","Motocicleta","Azul","Colision","Lesionado",2012
19,"Enero","Jueves",23,"Guatemala","Guatemala","18","Mujer","29","Automovil","Negro","Colision","Lesionado",2012
19,"Enero","Jueves",0,"Guatemala","Guatemala","7","Mujer","41","Automovil","Negro","Vuelco","Lesionado",2012
20,"Enero","Viernes",18,"Guatemala","Mixco","4","Hombre","26","Bus urbano","Rojo","Colision","Lesionado",2012
21,"Enero","Sabado",7,"Guatemala","Guatemala","9","Hombre","26","Motocicleta","Azul","Colision","Lesionado",2012
21,"Enero","Sabado",20,"Guatemala","Guatemala","1","Hombre","25","Motocicleta","Azul","Colision","Lesionado",2012
21,"Enero","Sabado",18,"Guatemala","Guatemala","1","Hombre","32","Motocicleta","Negro","Choque","Lesionado",2012
21,"Enero","Sabado",22,"Guatemala","Guatemala","6","Mujer","23","Motocicleta","Gris","Colision","Lesionado",2012
21,"Enero","Sabado",15,"Guatemala","Guatemala","5","Hombre","41","Motocicleta","Rojo","Colision","Lesionado",2012
21,"Enero","Sabado",2,"Guatemala","Guatemala","7","Hombre","26","Motocicleta","Ignorado","Colision","Lesionado",2012
21,"Enero","Sabado",2,"Guatemala","Guatemala","7","Hombre","22","Motocicleta","Ignorado","Colision","Lesionado",2012
21,"Enero","Sabado",2,"Guatemala","Guatemala","11","Hombre","25","Pick up","Blanco","Colision","Fallecido",2012
21,"Enero","Sabado",2,"Guatemala","Guatemala","11","Hombre","26","Pick up","Blanco","Colision","Fallecido",2012
21,"Enero","Sabado",2,"Guatemala","Guatemala","11","Hombre","23","Pick up","Blanco","Colision","Lesionado",2012
21,"Enero","Sabado",2,"Guatemala","Guatemala","11","Hombre","27","Pick up","Blanco","Colision","Lesionado",2012
21,"Enero","Sabado",13,"Guatemala","Guatemala","11","Hombre","Ignorado","Motocicleta","Negro","Colision","Fallecido",2012
21,"Enero","Sabado",15,"Guatemala","Guatemala","12","Hombre","Ignorado","Pick up","Ignorado","Colision","Lesionado",2012
21,"Enero","Sabado",15,"Guatemala","Guatemala","12","Hombre","Ignorado","Pick up","Ignorado","Colision","Lesionado",2012
21,"Enero","Sabado",15,"Guatemala","Guatemala","12","Hombre","Ignorado","Pick up","Ignorado","Colision","Lesionado",2012
21,"Enero","Sabado",22,"Guatemala","Mixco","1","Hombre","24","Motocicleta","Rojo","Colision","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Hombre","60","Pick up","Rojo","Vuelco","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Mujer","22","Pick up","Rojo","Vuelco","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Hombre","60","Pick up","Rojo","Vuelco","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Hombre","15","Pick up","Rojo","Vuelco","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Hombre","15","Pick up","Rojo","Vuelco","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Hombre","22","Pick up","Rojo","Vuelco","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Mujer","32","Pick up","Rojo","Vuelco","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Hombre","5","Pick up","Rojo","Vuelco","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Mujer","11","Pick up","Rojo","Vuelco","Lesionado",2012
22,"Enero","Domingo",18,"Guatemala","Villa Nueva","Ignorado","Hombre","9","Pick up","Rojo","Vuelco","Lesionado",2012
23,"Enero","Lunes",1,"Guatemala","Mixco","6","Hombre","21","Motocicleta","Anaranjado","Vuelco","Lesionado",2012
23,"Enero","Lunes",1,"Guatemala","Mixco","6","Hombre","33","Motocicleta","Anaranjado","Vuelco","Lesionado",2012
24,"Enero","Martes",15,"Guatemala","Guatemala","11","Hombre","26","Camion","Blanco","Colision","Lesionado",2012
24,"Enero","Martes",15,"Guatemala","Guatemala","11","Hombre","19","Camion","Blanco","Colision","Lesionado",2012
24,"Enero","Martes",12,"Guatemala","San Juan Sacatepequez","Ignorado","Hombre","41","Motocicleta","Rojo","Colision","Lesionado",2012
24,"Enero","Martes",12,"Guatemala","San Juan Sacatepequez","Ignorado","Hombre","23","Motocicleta","Rojo","Colision","Lesionado",2012
25,"Enero","Miercoles",8,"Guatemala","Guatemala","5","Hombre","50","Motocicleta","Rojo","Colision","Lesionado",2012
26,"Enero","Jueves",22,"Guatemala","Guatemala","19","Hombre","36","Motocicleta","Azul","Colision","Lesionado",2012
27,"Enero","Viernes",8,"Guatemala","Guatemala","1","Hombre","43","Motocicleta","Rojo","Colision","Lesionado",2012
27,"Enero","Viernes",23,"Guatemala","Guatemala","9","Hombre","25","Motocicleta","Gris","Colision","Lesionado",2012
27,"Enero","Viernes",16,"Guatemala","Fraijanes","Ignorado","Hombre","50","Automovil","Azul","Colision","Lesionado",2012
27,"Enero","Viernes",16,"Guatemala","Fraijanes","Ignorado","Mujer","32","Automovil","Gris","Colision","Lesionado",2012
27,"Enero","Viernes",16,"Guatemala","Fraijanes","Ignorado","Hombre","22","Automovil","Gris","Colision","Lesionado",2012
27,"Enero","Viernes",21,"Guatemala","Guatemala","10","Hombre","37","Motocicleta","Negro","Colision","Lesionado",2012
27,"Enero","Viernes",21,"Guatemala","Guatemala","10","Mujer","26","Motocicleta","Negro","Colision","Lesionado",2012
28,"Enero","Sabado",0,"Guatemala","Guatemala","1","Hombre","22","Motocicleta","Azul","Colision","Lesionado",2012
28,"Enero","Sabado",0,"Guatemala","Guatemala","7","Hombre","20","Motocicleta","Amarillo","Colision","Lesionado",2012
28,"Enero","Sabado",5,"Guatemala","Guatemala","7","Hombre","32","Automovil","Ignorado","Vuelco","Lesionado",2012
28,"Enero","Sabado",7,"Guatemala","Mixco","3","Mujer","22","Pick up","Gris","Colision","Lesionado",2012
28,"Enero","Sabado",7,"Guatemala","Mixco","3","Hombre","30","Pick up","Gris","Colision","Lesionado",2012
29,"Enero","Domingo",9,"Guatemala","Amatitlan","Ignorado","Hombre","71","Motocicleta","Rojo","Colision","Lesionado",2012
29,"Enero","Domingo",9,"Guatemala","Amatitlan","Ignorado","Mujer","21","Motocicleta","Rojo","Colision","Lesionado",2012
29,"Enero","Domingo",16,"Guatemala","Mixco","4","Hombre","24","Motocicleta","Verde","Choque","Fallecido",2012
29,"Enero","Domingo",16,"Guatemala","Mixco","4","Hombre","15","Motocicleta","Verde","Choque","Lesionado",2012
29,"Enero","Domingo",1,"Guatemala","Mixco","4","Hombre","23","Motocicleta","Negro","Colision","Lesionado",2012
29,"Enero","Domingo",2,"Guatemala","Mixco","2","Hombre","22","Motocicleta","Anaranjado","Colision","Lesionado",2012
29,"Enero","Domingo",16,"Guatemala","Mixco","4","Hombre","26","Motocicleta","Ignorado","Choque","Fallecido",2012
29,"Enero","Domingo",16,"Guatemala","Mixco","4","Hombre","15","Motocicleta","Ignorado","Choque","Lesionado",2012
30,"Enero","Lunes",4,"Guatemala","Guatemala","1","Mujer","22","Automovil","Rojo","Colision","Lesionado",2012
30,"Enero","Lunes",4,"Guatemala","Guatemala","1","Mujer","52","Automovil","Rojo","Colision","Fallecido",2012
31,"Enero","Martes",5,"Guatemala","Fraijanes","Ignorado","Hombre","23","Motocicleta","Corinto","Colision","Lesionado",2012
31,"Enero","Martes",17,"Guatemala","Guatemala","12","Hombre","47","Motocicleta","Azul","Colision","Lesionado",2012
2,"Febrero","Jueves",2,"Guatemala","Mixco","6","Hombre","25","Pick up","Verde","Choque","Lesionado",2012
3,"Febrero","Viernes",0,"Guatemala","San Juan Sacatepequez","Ignorado","Hombre","24","Motocicleta","Verde","Colision","Lesionado",2012
3,"Febrero","Viernes",0,"Guatemala","San Juan Sacatepequez","Ignorado","Hombre","22","Motocicleta","Verde","Colision","Lesionado",2012
3,"Febrero","Viernes",18,"Guatemala","Guatemala","6","Hombre","17","Motocicleta","Rojo","Colision","Lesionado",2012
3,"Febrero","Viernes",18,"Guatemala","Guatemala","6","Mujer","17","Motocicleta","Rojo","Colision","Lesionado",2012
4,"Febrero","Sabado",14,"Guatemala","Guatemala","1","Hombre","19","Motocicleta","Negro","Colision","Lesionado",2012
4,"Febrero","Sabado",1,"Guatemala","Guatemala","10","Hombre","20","Motocicleta","Rojo","Choque","Lesionado",2012
4,"Febrero","Sabado",1,"Guatemala","Guatemala","10","Hombre","25","Motocicleta","Rojo","Choque","Lesionado",2012
6,"Febrero","Lunes",19,"Guatemala","Palencia","Ignorado","Mujer","28","Camioneta","Azul","Colision","Lesionado",2012
6,"Febrero","Lunes",11,"Guatemala","Guatemala","13","Hombre","20","Motocicleta","Negro","Colision","Lesionado",2012
6,"Febrero","Lunes",19,"Guatemala","Guatemala","13","Hombre","26","Motocicleta","Ignorado","Colision","Lesionado",2012
8,"Febrero","Miercoles",8,"Guatemala","Guatemala","10","Hombre","28","Automovil","Negro","Colision","Lesionado",2012
8,"Febrero","Miercoles",8,"Guatemala","Guatemala","10","Hombre","25","Automovil","Negro","Colision","Lesionado",2012
8,"Febrero","Miercoles",8,"Guatemala","Guatemala","10","Hombre","21","Automovil","Negro","Colision","Lesionado",2012
8,"Febrero","Miercoles",11,"Guatemala","Amatitlan","Ignorado","Hombre","16","Motocicleta","Rojo","Colision","Lesionado",2012
12,"Febrero","Domingo",9,"Guatemala","Guatemala","6","Hombre","48","Automovil","Azul","Colision","Lesionado",2012
12,"Febrero","Domingo",9,"Guatemala","Guatemala","6","Mujer","29","Automovil","Azul","Colision","Lesionado",2012
12,"Febrero","Domingo",9,"Guatemala","Guatemala","6","Mujer","29","Automovil","Azul","Colision","Lesionado",2012
12,"Febrero","Domingo",9,"Guatemala","Guatemala","6","Hombre","5","Automovil","Azul","Colision","Lesionado",2012
13,"Febrero","Lunes",11,"Guatemala","Guatemala","11","Hombre","21","Automovil","Gris","Colision","Lesionado",2012
13,"Febrero","Lunes",11,"Guatemala","Guatemala","11","Hombre","30","Pick up","Blanco","Colision","Lesionado",2012
13,"Febrero","Lunes",11,"Guatemala","Guatemala","19","Mujer","1","Motocicleta","Negro","Colision","Lesionado",2012
14,"Febrero","Martes",20,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","32","Motocicleta","Rojo","Colision","Lesionado",2012
14,"Febrero","Martes",1,"Guatemala","Mixco","8","Hombre","25","Motocicleta","Rojo","Colision","Lesionado",2012
15,"Febrero","Miercoles",10,"Guatemala","Guatemala","13","Hombre","45","Automovil","Blanco","Colision","Fallecido",2012
15,"Febrero","Miercoles",22,"Guatemala","Guatemala","9","Mujer","37","Motocicleta","Azul","Colision","Lesionado",2012
15,"Febrero","Miercoles",9,"Guatemala","Guatemala","10","Hombre","24","Motocicleta","Blanco","Colision","Lesionado",2012
15,"Febrero","Miercoles",14,"Guatemala","Amatitlan","Ignorado","Hombre","Ignorado","Motocicleta","Blanco","Colision","Lesionado",2012
16,"Febrero","Jueves",2,"Guatemala","Guatemala","9","Hombre","22","Motocicleta","Gris","Choque","Lesionado",2012
16,"Febrero","Jueves",6,"Guatemala","Guatemala","9","Hombre","39","Camion","Gris","Colision","Lesionado",2012
16,"Febrero","Jueves",15,"Guatemala","Guatemala","12","Hombre","67","Motocicleta","Rojo","Colision","Lesionado",2012
16,"Febrero","Jueves",23,"Guatemala","Villa Canales","Ignorado","Hombre","32","Automovil","Azul","Colision","Lesionado",2012
17,"Febrero","Viernes",20,"Guatemala","Guatemala","1","Mujer","36","Automovil","Azul","Colision","Lesionado",2012
17,"Febrero","Viernes",10,"Guatemala","Guatemala","18","Hombre","Ignorado","Motocicleta","Rojo","Colision","Lesionado",2012
17,"Febrero","Viernes",15,"Guatemala","Mixco","1","Hombre","37","Cabezal","Blanco","Colision","Lesionado",2012
17,"Febrero","Viernes",15,"Guatemala","Mixco","1","Hombre","19","Automovil","Rojo","Colision","Lesionado",2012
17,"Febrero","Viernes",15,"Guatemala","Mixco","1","Hombre","22","Automovil","Rojo","Colision","Fallecido",2012
18,"Febrero","Sabado",19,"Guatemala","Guatemala","10","Hombre","22","Pick up","Corinto","Colision","Lesionado",2012
18,"Febrero","Sabado",0,"Guatemala","Guatemala","25","Hombre","50","Motocicleta","Amarillo","Colision","Lesionado",2012
19,"Febrero","Domingo",2,"Guatemala","Guatemala","10","Hombre","Ignorado","Motocicleta","Rojo","Colision","Lesionado",2012
19,"Febrero","Domingo",10,"Guatemala","Guatemala","1","Mujer","29","Automovil","Negro","Colision","Lesionado",2012
19,"Febrero","Domingo",10,"Guatemala","Guatemala","1","Mujer","17","Automovil","Negro","Colision","Lesionado",2012
19,"Febrero","Domingo",10,"Guatemala","Guatemala","1","Hombre","10","Automovil","Negro","Colision","Lesionado",2012
19,"Febrero","Domingo",10,"Guatemala","Guatemala","1","Mujer","7","Automovil","Negro","Colision","Lesionado",2012
19,"Febrero","Domingo",10,"Guatemala","Guatemala","1","Mujer","3","Automovil","Negro","Colision","Lesionado",2012
19,"Febrero","Domingo",0,"Guatemala","Guatemala","1","Hombre","19","Motocicleta","Ignorado","Colision","Lesionado",2012
19,"Febrero","Domingo",0,"Guatemala","Guatemala","1","Hombre","19","Motocicleta","Gris","Colision","Lesionado",2012
19,"Febrero","Domingo",0,"Guatemala","Guatemala","1","Hombre","20","Motocicleta","Gris","Colision","Lesionado",2012
19,"Febrero","Domingo",0,"Guatemala","Guatemala","12","Hombre","Ignorado","Motocicleta","Ignorado","Colision","Lesionado",2012
19,"Febrero","Domingo",0,"Guatemala","Guatemala","12","Hombre","Ignorado","Motocicleta","Ignorado","Colision","Lesionado",2012
19,"Febrero","Domingo",22,"Guatemala","Guatemala","7","Mujer","25","Automovil","Blanco","Colision","Lesionado",2012
19,"Febrero","Domingo",22,"Guatemala","Guatemala","7","Mujer","19","Automovil","Blanco","Colision","Lesionado",2012
19,"Febrero","Domingo",21,"Guatemala","Villa Canales","Ignorado","Hombre","21","Motocicleta","Azul","Colision","Lesionado",2012
19,"Febrero","Domingo",22,"Guatemala","Villa Nueva","Ignorado","Hombre","29","Motocicleta","Amarillo","Caida","Lesionado",2012
19,"Febrero","Domingo",4,"Guatemala","San Juan Sacatepequez","Ignorado","Hombre","28","Motocicleta","Ignorado","Caida","Lesionado",2012
20,"Febrero","Lunes",21,"Guatemala","Santa Catarina Pinula","Ignorado","Hombre","32","Camioneta","Verde","Colision","Lesionado",2012
20,"Febrero","Lunes",17,"Guatemala","Guatemala","5","Hombre","20","Motocicleta","Azul","Colision","Lesionado",2012
20,"Febrero","Lunes",18,"Guatemala","San Juan Sacatepequez","Ignorado","Hombre","58","Motocicleta","Gris","Colision","Lesionado",2012
22,"Febrero","Miercoles",10,"Guatemala","Guatemala","1","Hombre","33","Bus urbano","Rojo","Colision","Lesionado",2012
22,"Febrero","Miercoles",10,"Guatemala","Guatemala","1","Mujer","54","Bus urbano","Rojo","Colision","Lesionado",2012
22,"Febrero","Miercoles",10,"Guatemala","Guatemala","1","Mujer","39","Bus urbano","Rojo","Colision","Lesionado",2012
22,"Febrero","Miercoles",10,"Guatemala","Guatemala","1","Mujer","52","Bus urbano","Rojo","Colision","Lesionado",2012
22,"Febrero","Miercoles",10,"Guatemala","Guatemala","1","Mujer","44","Bus urbano","Rojo","Colision","Lesionado",2012
22,"Febrero","Miercoles",10,"Guatemala","Guatemala","1","Hombre","72","Camioneta","Blanco","Colision","Lesionado",2012
22,"Febrero","Miercoles",10,"Guatemala","Guatemala","1","Hombre","49","Camioneta","Blanco","Colision","Lesionado",2012
22,"Febrero","Miercoles",10,"Guatemala","Guatemala","1","Mujer","38","Camioneta","Blanco","Colision","Lesionado",2012
22,"Febrero","Miercoles",18,"Guatemala","Guatemala","15","Hombre","17","Motocicleta","Azul","Colision","Lesionado",2012
23,"Febrero","Jueves",12,"Guatemala","Guatemala","18","Mujer","7","Automovil","Blanco","Colision","Lesionado",2012
23,"Febrero","Jueves",12,"Guatemala","Guatemala","18","Mujer","1","Automovil","Blanco","Colision","Lesionado",2012
24,"Febrero","Viernes",12,"Guatemala","Guatemala","1","Hombre","73","Pick up","Azul","Colision","Lesionado",2012
24,"Febrero","Viernes",12,"Guatemala","Guatemala","1","Hombre","26","Pick up","Azul","Colision","Lesionado",2012
24,"Febrero","Viernes",8,"Guatemala","Guatemala","1","Mujer","40","Automovil","Blanco","Colision","Lesionado",2012
24,"Febrero","Viernes",8,"Guatemala","Guatemala","1","Mujer","28","Automovil","Blanco","Colision","Lesionado",2012
25,"Febrero","Sabado",4,"Guatemala","Guatemala","1","Mujer","25","Automovil","Beige","Colision","Lesionado",2012
25,"Febrero","Sabado",12,"Guatemala","Guatemala","1","Mujer","40","Motocicleta","Negro","Colision","Lesionado",2012
25,"Febrero","Sabado",7,"Guatemala","Guatemala","8","Mujer","24","Motocicleta","Negro","Colision","Lesionado",2012
25,"Febrero","Sabado",16,"Guatemala","Guatemala","6","Mujer","23","Motocicleta","Gris","Colision","Lesionado",2012
25,"Febrero","Sabado",20,"Guatemala","Guatemala","12","Hombre","18","Motocicleta","Rojo","Colision","Lesionado",2012
26,"Febrero","Domingo",1,"Guatemala","Villa Nueva","Ignorado","Mujer","35","Automovil","Rojo","Colision","Fallecido",2012
26,"Febrero","Domingo",7,"Guatemala","Amatitlan","Ignorado","Hombre","21","Motocicleta","Ignorado","Choque","Lesionado",2012
26,"Febrero","Domingo",7,"Guatemala","Amatitlan","Ignorado","Hombre","18","Motocicleta","Ignorado","Choque","Lesionado",2012
26,"Febrero","Domingo",7,"Guatemala","Amatitlan","Ignorado","Hombre","22","Motocicleta","Ignorado","Choque","Lesionado",2012
26,"Febrero","Domingo",23,"Guatemala","Petapa","Ignorado","Hombre","30","Motocicleta","Azul","Colision","Fallecido",2012
27,"Febrero","Lunes",13,"Guatemala","Fraijanes","1","Hombre","18","Pick up","Rojo","Colision","Lesionado",2012
27,"Febrero","Lunes",11,"Guatemala","Villa Canales","Ignorado","Hombre","42","Motocicleta","Azul","Colision","Fallecido",2012
28,"Febrero","Martes",1,"Guatemala","Guatemala","13","Hombre","29","Ignorado","Blanco","Colision","Fallecido",2012
28,"Febrero","Martes",10,"Guatemala","Guatemala","12","Hombre","23","Motocicleta","Blanco","Colision","Lesionado",2012
28,"Febrero","Martes",10,"Guatemala","Guatemala","12","Mujer","Ignorado","Motocicleta","Blanco","Colision","Lesionado",2012
28,"Febrero","Martes",10,"Guatemala","Guatemala","12","Hombre","20","Pick up","Blanco","Colision","Lesionado",2012
28,"Febrero","Martes",23,"Guatemala","Guatemala","10","Hombre","27","Motocicleta","Negro","Caida","Lesionado",2012
28,"Febrero","Martes",23,"Guatemala","Fraijanes","Ignorado","Hombre","49","Camioneta","Gris","Colision","Fallecido",2012
29,"Febrero","Miercoles",0,"Guatemala","Guatemala","18","Mujer","20","Motocicleta","Negro","Colision","Lesionado",2012
29,"Febrero","Miercoles",0,"Guatemala","Guatemala","18","Hombre","3","Motocicleta","Negro","Colision","Lesionado",2012
29,"Febrero","Miercoles",2,"Guatemala","Guatemala","6","Hombre","28","Motocicleta","Amarillo","Choque","Lesionado",2012
29,"Febrero","Miercoles",2,"Guatemala","Guatemala","6","Hombre","29","Motocicleta","Amarillo","Choque","Lesionado",2012
29,"Febrero","Miercoles",7,"Guatemala","Guatemala","12","Hombre","19","Motocicleta","Rojo","Colision","Lesionado",2012
1,"Marzo","Jueves",12,"Guatemala","Villa Nueva","12","Hombre","24","Automovil","Blanco","Colision","Lesionado",2012
2,"Marzo","Viernes",6,"Guatemala","Guatemala","16","Hombre","20","Automovil","Amarillo","Colision","Lesionado",2012
2,"Marzo","Viernes",6,"Guatemala","Guatemala","16","Mujer","21","Automovil","Beige","Colision","Lesionado",2012
2,"Marzo","Viernes",2,"Guatemala","Guatemala","7","Mujer","36","Automovil","Azul","Colision","Lesionado",2012
2,"Marzo","Viernes",2,"Guatemala","Guatemala","7","Hombre","41","Automovil","Amarillo","Colision","Lesionado",2012
2,"Marzo","Viernes",2,"Guatemala","Guatemala","7","Hombre","22","Automovil","Amarillo","Colision","Lesionado",2012
